761|202003|9|205002|35614|000|1|I|75|46|371000|75|3.75|C|N|FRM|NY|SF|10900|F120Q1003099|N|360|01|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|||9||2
764|202003|9|203502|49660|000|1|I|80|39|51000|80|4.375|R|N|FRM|OH|SF|44400|F120Q1003308|P|180|01|Other sellers|Other servicers|||9||2
804|202003|Y|205002||000|1|P|80|27|131000|80|3.75|R|N|FRM|OH|SF|43500|F120Q1003333|P|360|01|Other sellers|Other servicers|||9||2
794|202004|N|203503||12|1|P|84|24|305000|84|3.375|R|N|FRM|IA|SF|51600|F120Q1003344|P|180|02|Other sellers|Other servicers|||9||2
787|202003|N|205002|14454|12|1|P|85|49|408000|85|3.875|C|N|FRM|MA|SF|02100|F120Q1003372|P|360|01|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|||9||2
754|202003|9|205002|36420|000|1|S|80|17|138000|80|3.875|R|N|FRM|OK|SF|73100|F120Q1003455|P|360|02|Other sellers|Other servicers|||9||2
722|202003|9|205002||000|1|I|75|31|86000|75|5|R|N|FRM|IN|SF|46700|F120Q1003456|C|360|01|Other sellers|Other servicers|||9||2
788|202003|Y|205002|35004|30|1|P|95|32|409000|95|3.875|R|N|FRM|NY|SF|11700|F120Q1003556|P|360|01|Other sellers|PNC BANK, NA|||9||2
709|202003|9|205002||000|1|S|75|32|420000|75|3.75|C|N|FRM|VT|SF|05000|F120Q1003601|P|360|02|U.S. BANK N.A.|U.S. BANK N.A.|||9||2
780|202003|9|203502|19300|000|1|S|39|10|50000|39|3.375|R|N|FRM|AL|SF|36500|F120Q1003614|P|180|02|Other sellers|PNC BANK, NA|||9||2
775|202003|N|205002|14100|000|1|P|80|19|170000|80|3.875|R|N|FRM|PA|SF|18600|F120Q1003662|P|360|02|Other sellers|Other servicers|||9||2
790|202003|Y|205002|22660|30|1|P|94|42|484000|94|3.75|R|N|FRM|CO|PU|80500|F120Q1003810|P|360|02|Other sellers|Other servicers|||9||2
758|202003|9|205002|24220|30|1|P|95|47|168000|95|3.875|R|N|FRM|MN|SF|56700|F120Q1003831|N|360|01|Other sellers|Other servicers|||9||2
763|202003|N|205002|19740|000|1|P|80|40|460000|80|3.875|B|N|FRM|CO|SF|80100|F120Q1003834|P|360|02|UNITED SHORE FINANCIAL SERVICES, LLC|UNITED SHORE FINANCIAL SERVICES, LLC|||9||1
779|202003|N|205002|41620|30|1|P|95|50|456000|95|3.75|B|N|FRM|UT|SF|84000|F120Q1003854|P|360|02|UNITED SHORE FINANCIAL SERVICES, LLC|UNITED SHORE FINANCIAL SERVICES, LLC|||9||2
793|202002|Y|205001|14860|000|1|P|32|38|110000|32|4.25|R|N|FRM|CT|SF|06800|F120Q1003922|P|360|01|Other sellers|SPECIALIZED LOAN SERVICING LLC|||9||2
754|202003|9|205002|18140|000|1|P|75|28|120000|75|4|R|N|FRM|OH|SF|43300|F120Q1003963|C|360|02|Other sellers|Other servicers|||9||2
802|202003|9|205002|38900|000|1|P|80|19|356000|80|4|R|N|FRM|WA|PU|98600|F120Q1003970|C|360|01|Other sellers|Other servicers|||9||2
